"id","basket_value","recency_days","Item_1","Item_2","Item_3","Item_4","Item_5","Item_6","Item_7","Item_8","Item_9","Item_10","Item_11","Item_12","Item_13","Item_14","Item_15","Item_16","Item_17","Item_18","Item_19","Item_20","Item_21","Item_22","Item_23","Item_24","Item_25","Item_26","Item_27","Item_28","Item_29","Item_30","Item_31","Item_32"
294,9.4,16,"sausage","pork","other vegetables","dessert","yogurt","oil","soda",,,,,,,,,,,,,,,,,,,,,,,,,
295,7.9,11,"beef","berries","root vegetables","whole milk","whipped/sour cream","abrasive cleaner",,,,,,,,,,,,,,,,,,,,,,,,,,
296,4,44,"citrus fruit","packaged fruit/vegetables","yogurt","bottled water",,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,3.9,30,"beef","citrus fruit","other vegetables","yogurt",,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,7.1,3,"sausage","rolls/buns",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,5.3,56,"frankfurter","beef","root vegetables","curd","dessert","yogurt","soft cheese","rolls/buns","mustard","pickled vegetables","canned beer","hygiene articles","napkins",,,,,,,,,,,,,,,,,,,
305,4.8,34,"onions","soda","chewing gum","chocolate","newspapers",,,,,,,,,,,,,,,,,,,,,,,,,,,
306,7.2,15,"tropical fruit","packaged fruit/vegetables","cream cheese ","white bread","candy",,,,,,,,,,,,,,,,,,,,,,,,,,,
307,1.4,11,"bottled water","white wine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,4.1,76,"beef","white bread","pastry","pasta","soap",,,,,,,,,,,,,,,,,,,,,,,,,,,
309,11.3,25,"sausage","chicken","tropical fruit","root vegetables","whole milk","yogurt","candy","abrasive cleaner","cleaner",,,,,,,,,,,,,,,,,,,,,,,
311,1.2,6,"chicken","whole milk","spices","long life bakery product","shopping bags",,,,,,,,,,,,,,,,,,,,,,,,,,,
312,5.2,76,"pork","citrus fruit","brown bread","pastry","sugar","cat food",,,,,,,,,,,,,,,,,,,,,,,,,,
313,5.1,35,"ice cream",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,2.8,27,"other vegetables","yogurt","brown bread","instant coffee",,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,1.4,11,"bottled water","cake bar",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,3.8,47,"tropical fruit","soda","salty snack",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,9.2,16,"sausage","citrus fruit","yogurt","coffee","soda","canned beer","dishes",,,,,,,,,,,,,,,,,,,,,,,,,
320,1.6,67,"grapes","root vegetables",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,2.2,67,"rolls/buns","canned fish","canned beer",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,3.3,29,"tropical fruit","whole milk",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,4.2,50,"frankfurter","other vegetables","yogurt","brown bread","bottled water",,,,,,,,,,,,,,,,,,,,,,,,,,,
326,11.1,14,"berries","root vegetables","other vegetables","curd","butter milk","cream cheese ","roll products ","margarine","misc. beverages","specialty chocolate","detergent",,,,,,,,,,,,,,,,,,,,,
328,7.5,13,"tropical fruit","yogurt","rolls/buns","soda","shopping bags",,,,,,,,,,,,,,,,,,,,,,,,,,,
329,13.4,8,"ham","other vegetables","whipped/sour cream","hard cheese","rolls/buns","soda","misc. beverages","chocolate","candy",,,,,,,,,,,,,,,,,,,,,,,
331,5.4,54,"yogurt","mayonnaise","rolls/buns","soda","napkins",,,,,,,,,,,,,,,,,,,,,,,,,,,
332,4.8,50,"soda","specialty chocolate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,1.5,71,"yogurt",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,1.7,71,"soda",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,1.4,11,"bottled water",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,4.9,41,"sausage","meat","hamburger meat","rubbing alcohol",,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,2.8,27,"citrus fruit","pip fruit","beverages","hard cheese","pet care","soda","fruit/vegetable juice","waffles",,,,,,,,,,,,,,,,,,,,,,,,
340,2.5,62,"frankfurter","other vegetables","whole milk","curd","frozen potato products","zwieback","specialty bar","dish cleaner",,,,,,,,,,,,,,,,,,,,,,,,
341,7.2,16,"sausage","citrus fruit","whole milk","canned beer",,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,2.2,61,"frankfurter","rolls/buns",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,13.1,76,"curd","beverages","cream cheese ","rolls/buns","pastry","soda","cake bar","chewing gum",,,,,,,,,,,,,,,,,,,,,,,,
346,4.4,43,"other vegetables","butter","specialty chocolate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,1.1,2,"citrus fruit",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,1.2,6,"frankfurter","whole milk","butter milk",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,2.8,27,"root vegetables","whole milk","butter","processed cheese","mayonnaise","salty snack",,,,,,,,,,,,,,,,,,,,,,,,,,
350,3.3,38,"tropical fruit","whole milk","frozen meals","bottled beer",,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,5.1,49,"berries","whipped/sour cream","cereals","waffles","shopping bags",,,,,,,,,,,,,,,,,,,,,,,,,,,
354,5.1,47,"whipped/sour cream","canned beer","red/blush wine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355,4.7,42,"root vegetables","domestic eggs","margarine","chocolate marshmallow","candy",,,,,,,,,,,,,,,,,,,,,,,,,,,
356,2.9,44,"whole milk","soda",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359,2.2,53,"rolls/buns","bottled beer",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,1.2,6,"whole milk","hygiene articles",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,1.2,6,"whole milk",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362,2.3,67,"citrus fruit","whole milk","curd","soft cheese",,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,4.1,76,"pastry","fruit/vegetable juice",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,4.9,34,"frankfurter","sausage","pork","pip fruit","butter","processed cheese","white bread","brown bread",,,,,,,,,,,,,,,,,,,,,,,,
365,10,23,"tropical fruit","root vegetables","whole milk","whipped/sour cream","domestic eggs",,,,,,,,,,,,,,,,,,,,,,,,,,,
366,17.2,76,"frankfurter","sausage","root vegetables","yogurt","whipped/sour cream","pastry","napkins",,,,,,,,,,,,,,,,,,,,,,,,,
367,4.1,46,"berries","root vegetables","other vegetables","packaged fruit/vegetables","whole milk","curd","curd cheese","cat food","specialty bar","detergent",,,,,,,,,,,,,,,,,,,,,,
368,6.3,76,"rolls/buns","brown bread","pastry","coffee","bottled beer",,,,,,,,,,,,,,,,,,,,,,,,,,,
369,1.6,72,"root vegetables","packaged fruit/vegetables","curd","dessert","frozen vegetables","specialty fat","coffee",,,,,,,,,,,,,,,,,,,,,,,,,
370,1.5,68,"yogurt",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371,2.7,53,"other vegetables","bottled water",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,2.7,65,"other vegetables","butter milk","frozen meals","bottled water",,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,2.2,61,"rolls/buns","newspapers",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,13.7,76,"ham","citrus fruit","whole milk","whipped/sour cream","rolls/buns","pastry","waffles","hygiene articles",,,,,,,,,,,,,,,,,,,,,,,,
377,1.2,6,"whole milk","frozen dessert","salty snack","napkins",,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,5.7,56,"tropical fruit","butter milk","rolls/buns","bottled water",,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,1.4,11,"bottled water",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,1.5,56,"butter milk","yogurt",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,5.1,48,"onions","butter","whipped/sour cream","hard cheese","frozen vegetables","pasta","specialty fat","syrup","candy","napkins","cling film/bags",,,,,,,,,,,,,,,,,,,,,
386,15.4,76,"sausage","liver loaf","other vegetables","cream cheese ","pastry","soap","shopping bags",,,,,,,,,,,,,,,,,,,,,,,,,
387,4.1,76,"hard cheese","pastry","napkins",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,9.2,10,"sausage","tropical fruit","condensed milk","rolls/buns",,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,1.2,6,"onions","whole milk","beverages","frozen dessert",,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,10.9,76,"yogurt","rolls/buns","pastry","bottled water","soda","shopping bags",,,,,,,,,,,,,,,,,,,,,,,,,,
394,1.7,53,"soda",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,6.1,11,"sausage","whole milk","coffee",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,4.6,50,"yogurt","chocolate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,2.2,74,"domestic eggs","rolls/buns","dish cleaner","hygiene articles",,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,1.2,6,"whole milk",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,7.6,15,"meat","other vegetables","whole milk","whipped/sour cream",,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,1.3,9,"other vegetables","red/blush wine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403,4.9,33,"whole milk","butter milk","yogurt","sliced cheese","rolls/buns","sweet spreads","coffee","fruit/vegetable juice","long life bakery product","shopping bags",,,,,,,,,,,,,,,,,,,,,,
404,4.7,41,"other vegetables","whole milk","rolls/buns","Instant food products",,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,3.4,41,"tropical fruit","other vegetables",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,1.4,11,"baking powder","bottled water","salty snack","chewing gum",,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,5.1,31,"ice cream",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409,1.5,52,"frankfurter","yogurt",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,1.4,11,"bottled water",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412,6.1,9,"other vegetables","whole milk","rolls/buns","margarine","bottled water","bottled beer",,,,,,,,,,,,,,,,,,,,,,,,,,
413,4.5,33,"citrus fruit","tropical fruit","onions","other vegetables","shopping bags",,,,,,,,,,,,,,,,,,,,,,,,,,,
414,7.8,23,"sausage","ham","hamburger meat","whole milk","soda","softener","newspapers",,,,,,,,,,,,,,,,,,,,,,,,,
415,2.2,69,"domestic eggs","rolls/buns","specialty bar","napkins",,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,6.1,14,"pork","citrus fruit","tropical fruit","root vegetables","other vegetables","curd","hygiene articles",,,,,,,,,,,,,,,,,,,,,,,,,
417,1.7,62,"specialty cheese","frozen vegetables","coffee","soda","fruit/vegetable juice","salty snack",,,,,,,,,,,,,,,,,,,,,,,,,,
418,2.6,70,"pork","citrus fruit","pip fruit","yogurt","fruit/vegetable juice","sparkling wine",,,,,,,,,,,,,,,,,,,,,,,,,,
419,7.3,23,"beef","berries","whipped/sour cream","domestic eggs","rolls/buns",,,,,,,,,,,,,,,,,,,,,,,,,,,
420,1.3,9,"other vegetables","pet care",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421,3.7,33,"chicken","yogurt","sliced cheese","rolls/buns","chewing gum","dishes",,,,,,,,,,,,,,,,,,,,,,,,,,
422,1.7,73,"soda","chewing gum",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,1.2,6,"whole milk",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424,2.2,56,"rolls/buns",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,7.1,76,"root vegetables","pastry","bottled water","male cosmetics",,,,,,,,,,,,,,,,,,,,,,,,,,,,
427,4.1,76,"pastry",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429,9.4,26,"citrus fruit","tropical fruit","root vegetables","yogurt","canned vegetables","bottled water","soda","softener",,,,,,,,,,,,,,,,,,,,,,,,
430,1.2,6,"whole milk","oil","canned fruit","fruit/vegetable juice",,,,,,,,,,,,,,,,,,,,,,,,,,,,
431,1.7,70,"soda","misc. beverages",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,3.1,32,"bottled water","soda",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433,5.6,60,"tropical fruit","other vegetables","rolls/buns",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435,1.4,11,"bottled water","canned beer",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,3.1,30,"chocolate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437,6.2,15,"citrus fruit","UHT-milk","cream cheese ","frozen vegetables",,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,1.4,11,"bottled water","canned beer","male cosmetics",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
439,8.5,76,"onions","other vegetables","pastry","bottled water","soda","napkins",,,,,,,,,,,,,,,,,,,,,,,,,,
440,1.7,65,"dessert","oil","cat food","soda",,,,,,,,,,,,,,,,,,,,,,,,,,,,
441,4.7,32,"beef","other vegetables","whole milk","frozen potato products","rolls/buns","oil","margarine","coffee","dental care","hygiene articles","newspapers",,,,,,,,,,,,,,,,,,,,,
442,3.6,42,"rolls/buns","zwieback","bottled water","misc. beverages","bottled beer","canned beer","brandy",,,,,,,,,,,,,,,,,,,,,,,,,
443,6.7,16,"beef","tropical fruit","root vegetables","onions","other vegetables","instant coffee","soda",,,,,,,,,,,,,,,,,,,,,,,,,
444,1.7,68,"soda",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,3.6,36,"rolls/buns","brown bread","bottled water",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,4.7,38,"pork","beef","hamburger meat","other vegetables","whole milk","frozen vegetables","rolls/buns","margarine","shopping bags",,,,,,,,,,,,,,,,,,,,,,,
448,1.7,76,"soda","canned beer","liquor (appetizer)","hygiene articles","napkins","newspapers",,,,,,,,,,,,,,,,,,,,,,,,,,
449,11.3,25,"sausage","ham","other vegetables","ice cream","white bread",,,,,,,,,,,,,,,,,,,,,,,,,,,
450,5.1,28,"beef","root vegetables","other vegetables","rolls/buns","sugar",,,,,,,,,,,,,,,,,,,,,,,,,,,
451,2.6,62,"whole milk","butter","bottled water","bottled beer",,,,,,,,,,,,,,,,,,,,,,,,,,,,
452,5.1,29,"pork","ice cream","hygiene articles","house keeping products",,,,,,,,,,,,,,,,,,,,,,,,,,,,
453,6.3,18,"berries","packaged fruit/vegetables","whole milk","ice cream","fruit/vegetable juice","salty snack","specialty bar",,,,,,,,,,,,,,,,,,,,,,,,,
454,15,4,"sausage","other vegetables","curd","yogurt","whipped/sour cream","frozen vegetables","rolls/buns","roll products ",,,,,,,,,,,,,,,,,,,,,,,,
455,1.4,11,"bottled water","misc. beverages","cling film/bags",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
456,6,20,"tropical fruit","other vegetables","packaged fruit/vegetables","whole milk","hard cheese","frozen dessert","rice","bottled water",,,,,,,,,,,,,,,,,,,,,,,,
457,1.4,11,"herbs","bottled water",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458,3.7,33,"yogurt","rolls/buns",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
460,3.1,43,"specialty chocolate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
463,1.6,64,"beef","root vegetables",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
464,1.2,6,"whole milk","honey","waffles",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465,6.3,76,"frankfurter","rolls/buns","pastry","snack products","specialty bar",,,,,,,,,,,,,,,,,,,,,,,,,,,
466,8.7,4,"frankfurter","sausage","liver loaf","root vegetables","curd","frozen vegetables","rolls/buns","semi-finished bread","hygiene articles","photo/film",,,,,,,,,,,,,,,,,,,,,,
467,7.6,24,"other vegetables","whole milk","cream cheese ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468,3.3,48,"frankfurter","root vegetables","pickled vegetables","soda","seasonal products",,,,,,,,,,,,,,,,,,,,,,,,,,,
469,3.4,43,"whole milk","rolls/buns","newspapers",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
471,1.3,9,"other vegetables","salty snack",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
472,1.4,11,"bottled water","shopping bags",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
473,7.5,76,"pork","onions","whole milk","butter","rolls/buns","pastry","rum","hygiene articles",,,,,,,,,,,,,,,,,,,,,,,,
474,1.4,11,"bottled water",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,6.4,19,"other vegetables","whipped/sour cream","specialty cheese","domestic eggs",,,,,,,,,,,,,,,,,,,,,,,,,,,,
476,1.2,6,"hamburger meat","whole milk","curd","pasta","canned beer",,,,,,,,,,,,,,,,,,,,,,,,,,,
477,2.4,74,"hamburger meat","citrus fruit","other vegetables",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
479,8,3,"whole milk","cream cheese ","soda","fruit/vegetable juice",,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,5.1,42,"ice cream",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
481,5.5,76,"pastry","bottled water",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
482,9.4,15,"ham","pip fruit","whole milk","curd","dessert","butter milk","whipped/sour cream","sliced cheese","cream cheese ","white bread","coffee","long life bakery product","chocolate","baby cosmetics",,,,,,,,,,,,,,,,,,
483,1.7,68,"frankfurter","soda",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,8.7,17,"sausage","turkey","beef","root vegetables","domestic eggs","rolls/buns","flour","rice","organic products","misc. beverages","napkins",,,,,,,,,,,,,,,,,,,,,
486,1.4,11,"bottled water","bottled beer","napkins",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
487,4.4,38,"meat","other vegetables","hard cheese","frozen meals","bottled water","soda",,,,,,,,,,,,,,,,,,,,,,,,,,
489,2.7,63,"other vegetables","packaged fruit/vegetables","UHT-milk","bottled water",,,,,,,,,,,,,,,,,,,,,,,,,,,,
490,3.9,35,"beverages","rolls/buns","soda",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493,1.7,60,"brown bread","soda","salty snack","shopping bags",,,,,,,,,,,,,,,,,,,,,,,,,,,,
494,6.3,5,"whole milk","cream cheese ","coffee",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
495,6.3,76,"rolls/buns","pastry","red/blush wine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
498,4.1,40,"citrus fruit","other vegetables","soda",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499,1.3,9,"pork","other vegetables","frozen vegetables","hygiene articles",,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,1.3,9,"other vegetables","shopping bags",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502,2.6,73,"whole milk","dessert","bottled water",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
504,1.7,68,"sugar","soda","bottled beer",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
505,4.3,28,"tropical fruit","pip fruit","rolls/buns","coffee","fruit/vegetable juice","candy",,,,,,,,,,,,,,,,,,,,,,,,,,
506,9.8,20,"root vegetables","cream cheese ","spread cheese","frozen dessert","white bread","bottled water","soda","misc. beverages","fruit/vegetable juice","bottled beer",,,,,,,,,,,,,,,,,,,,,,
507,1.7,70,"soda","misc. beverages",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
508,1.2,6,"whole milk","curd",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
509,6.3,23,"tropical fruit","other vegetables","yogurt","bottled water","male cosmetics",,,,,,,,,,,,,,,,,,,,,,,,,,,
512,5.1,32,"tropical fruit","root vegetables","coffee","bottled water","red/blush wine","candy","house keeping products","shopping bags",,,,,,,,,,,,,,,,,,,,,,,,
515,1.7,57,"soda",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
516,1.2,6,"whole milk",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518,6,23,"pork","beef","berries","packaged fruit/vegetables","whole milk","mayonnaise","frozen fish","frozen potato products","oil","mustard","cat food","coffee","soda","chocolate","dish cleaner","napkins","newspapers",,,,,,,,,,,,,,,
519,2.8,27,"other vegetables","yogurt",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520,2.9,37,"yogurt","bottled water","dishes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
522,1.4,11,"bottled water","candy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
523,2.4,71,"citrus fruit","berries","other vegetables","butter milk","sugar","fruit/vegetable juice","hygiene articles",,,,,,,,,,,,,,,,,,,,,,,,,
524,6.3,21,"hamburger meat","root vegetables","other vegetables","whole milk","rolls/buns",,,,,,,,,,,,,,,,,,,,,,,,,,,
526,1.3,9,"other vegetables","margarine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
527,1.7,66,"soda",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
528,4.1,45,"whole milk","yogurt","frozen potato products","margarine","bottled water","fruit/vegetable juice","salty snack",,,,,,,,,,,,,,,,,,,,,,,,,
529,1.5,54,"herbs","yogurt",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
530,5,35,"citrus fruit","spread cheese","rolls/buns","soda",,,,,,,,,,,,,,,,,,,,,,,,,,,,
533,1.7,66,"soda",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,3.3,42,"tropical fruit","whole milk","beverages","white bread","pasta","shopping bags",,,,,,,,,,,,,,,,,,,,,,,,,,
535,1.7,58,"soda","female sanitary products",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
536,3.1,32,"white bread","bottled water","soda","waffles",,,,,,,,,,,,,,,,,,,,,,,,,,,,
537,3.1,30,"coffee","chewing gum","chocolate marshmallow",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
538,8,5,"tropical fruit","root vegetables","whole milk","frozen vegetables","honey","baking powder","coffee","red/blush wine","chocolate marshmallow",,,,,,,,,,,,,,,,,,,,,,,
539,1.2,6,"pork","pip fruit","whole milk","butter milk",,,,,,,,,,,,,,,,,,,,,,,,,,,,
540,2.5,52,"citrus fruit","bottled water",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
542,2.2,71,"frankfurter","rolls/buns",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
543,4.3,35,"frankfurter","tropical fruit","pip fruit","curd","UHT-milk","hard cheese","domestic eggs","rolls/buns","hygiene articles","napkins","shopping bags",,,,,,,,,,,,,,,,,,,,,
544,1.3,9,"other vegetables",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
545,1.5,62,"yogurt","fruit/vegetable juice","newspapers",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
546,10.7,18,"sausage","whole milk","yogurt","brown bread","cereals","bottled water","soda",,,,,,,,,,,,,,,,,,,,,,,,,
547,1.2,6,"whole milk",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
548,6.7,76,"pip fruit","whole milk","curd","pastry","bottled water",,,,,,,,,,,,,,,,,,,,,,,,,,,
549,1.2,6,"whole milk",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550,2.9,28,"root vegetables","other vegetables",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
552,3.1,29,"specialty chocolate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
555,3.9,32,"rolls/buns","soda","snack products","newspapers",,,,,,,,,,,,,,,,,,,,,,,,,,,,
558,3,30,"other vegetables","curd","frozen meals","frozen potato products","soda","bottled beer","kitchen towels","candles",,,,,,,,,,,,,,,,,,,,,,,,
560,7.3,8,"curd","whipped/sour cream","rolls/buns","zwieback","spices",,,,,,,,,,,,,,,,,,,,,,,,,,,
562,7.1,9,"other vegetables","whole milk","yogurt","domestic eggs","bottled water","soda",,,,,,,,,,,,,,,,,,,,,,,,,,
563,1.2,6,"whole milk",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
564,9.9,8,"beef","tropical fruit","herbs","whole milk","curd","yogurt","whipped/sour cream","sliced cheese",,,,,,,,,,,,,,,,,,,,,,,,
565,7.1,16,"sausage","rolls/buns",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
566,1.7,55,"soda",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
568,2.2,55,"rolls/buns","coffee","long life bakery product","detergent","shopping bags",,,,,,,,,,,,,,,,,,,,,,,,,,,
569,2.6,61,"pip fruit","whole milk","bottled water","candy",,,,,,,,,,,,,,,,,,,,,,,,,,,,
572,2.9,44,"hamburger meat","root vegetables","other vegetables","domestic eggs","roll products ","oil","margarine","hygiene articles",,,,,,,,,,,,,,,,,,,,,,,,
573,5.6,58,"root vegetables","other vegetables","whole milk","yogurt","fruit/vegetable juice","white wine",,,,,,,,,,,,,,,,,,,,,,,,,,
578,2.2,66,"rolls/buns",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
580,1.2,6,"pip fruit","whole milk","curd","rum",,,,,,,,,,,,,,,,,,,,,,,,,,,,
582,1.6,65,"grapes","root vegetables","frozen vegetables","domestic eggs","white wine",,,,,,,,,,,,,,,,,,,,,,,,,,,
583,8.9,2,"root vegetables","packaged fruit/vegetables","butter","whipped/sour cream","rolls/buns",,,,,,,,,,,,,,,,,,,,,,,,,,,
584,3.3,48,"citrus fruit","frozen vegetables","rolls/buns","canned beer","salty snack",,,,,,,,,,,,,,,,,,,,,,,,,,,
586,3.4,38,"frankfurter","whole milk","rolls/buns","margarine","baking powder","bottled beer",,,,,,,,,,,,,,,,,,,,,,,,,,
587,1.2,6,"whole milk","red/blush wine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
588,4.8,37,"pork","tropical fruit","whole milk","curd","yogurt","hard cheese","frozen meals","frozen dessert","domestic eggs","cereals","baking powder","fruit/vegetable juice","soap",,,,,,,,,,,,,,,,,,,
589,4.1,76,"chicken","pastry",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
590,4.9,30,"sausage","dish cleaner","dishes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592,9.2,76,"whipped/sour cream","pastry","specialty bar",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
593,1.6,76,"root vegetables","brown bread",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
594,3.9,28,"rolls/buns","soda",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
595,1.3,9,"other vegetables","bottled beer","red/blush wine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
596,8.7,9,"citrus fruit","tropical fruit","berries","root vegetables","other vegetables","whole milk","butter","bottled water","rubbing alcohol","hygiene articles","napkins",,,,,,,,,,,,,,,,,,,,,
597,7,76,"whole milk","processed cheese","brown bread","pastry","soda",,,,,,,,,,,,,,,,,,,,,,,,,,,
598,17.6,76,"frankfurter","sausage","tropical fruit","root vegetables","whole milk","yogurt","rolls/buns","pastry","candy",,,,,,,,,,,,,,,,,,,,,,,
600,2.2,64,"ham","rolls/buns","white wine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
